sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( m/s);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-1.5118;3.4403;8.9778;-1.594;3.5818;8.9889;-0.0423;-0.0773;0.1176;0.0152;-0.0011;-0.0031;-13.19;-16.5;-37.2;97.15;-21.42;10.06;801.85;75.496;50.859867;3.887136;9835.0;NaN;1995.5321;274.0;46.0;106.5;3 / 20;3188376;2015-03-03 14:50:13:931
-1.2357;3.4855;8.4922;-1.577;3.5992;8.9849;0.0522;-0.0263;0.0748;0.0163;0.0128;-0.002;-12.48;-17.2;-36.18;101.3;-21.47;10.02;801.86;76.324;50.859867;3.887136;9835.0;NaN;1995.4265;274.0;46.0;106.5;3 / 20;3188876;2015-03-03 14:50:14:431
-1.8189;3.5093;8.5898;-1.5982;3.6055;8.9787;-0.1991;-0.0304;0.2534;0.0056;0.017;0.0012;-11.25;-18.42;-35.67;104.21;-21.7;9.86;801.87;75.723;50.859867;3.887136;9835.0;NaN;1995.3193;274.0;46.0;106.5;3 / 20;3189375;2015-03-03 14:50:14:930
-1.8522;3.6069;8.7326;-1.596;3.5992;8.9816;0.0042;-0.0185;0.1478;0.0088;0.0021;0.0012;-11.43;-18.95;-35.49;108.44;-21.65;10.09;801.86;76.252;50.824734;4.073188;9794.0;NaN;1995.4265;274.25;46.0;106.8;3 / 20;3189875;2015-03-03 14:50:15:430
-2.0879;3.4022;9.0373;-1.5884;3.5816;8.99;0.0588;-0.025;-0.0365;0.0067;-0.0033;-0.0052;-11.78;-18.25;-35.84;104.04;-21.49;10.2;801.86;76.574;50.824734;4.073188;9794.0;NaN;1995.4265;274.25;46.0;106.8;3 / 20;3190376;2015-03-03 14:50:15:931
-1.8427;3.6498;8.8707;-1.5856;3.5842;8.9894;0.0473;-0.0173;-0.1266;0.0035;0.016;-0.0031;-11.43;-17.9;-35.84;104.73;-21.43;10.13;801.85;75.941;50.824734;4.073188;9794.0;NaN;1995.5321;274.25;46.0;106.8;3 / 20;3190876;2015-03-03 14:50:16:431
-1.7332;3.595;9.0992;-1.6536;3.5696;8.983;-0.0302;-0.0395;0.0143;0.0035;-0.0107;-0.002;-11.08;-16.85;-36.18;101.93;-21.36;10.27;801.84;75.887;50.824734;4.073188;9794.0;NaN;1995.6384;274.25;46.0;106.8;3 / 20;3191375;2015-03-03 14:50:16:930
-1.5856;3.545;9.2587;-1.6067;3.59;8.9834;0.139;0.0127;-0.1048;0.0099;-0.0129;-0.001;-11.6;-18.42;-36.01;104.08;-21.47;10.14;801.83;76.366;50.824734;4.073188;9794.0;NaN;1995.7455;274.25;46.0;106.8;3 / 20;3191876;2015-03-03 14:50:17:431
-1.5951;3.6593;8.2613;-1.5645;3.6056;8.9846;0.0694;-0.0375;-0.0181;0.0056;0.0021;-0.001;-11.43;-17.55;-35.49;105.77;-21.57;9.88;801.82;76.674;50.824734;4.073188;9794.0;NaN;1995.8511;274.25;46.0;106.8;3 / 20;3192376;2015-03-03 14:50:17:931
-1.6523;3.7307;8.2685;-1.5933;3.6078;8.9786;-0.1408;0.0024;0.1677;0.011;0.0085;1.0E-4;-12.83;-16.15;-36.18;98.06;-21.52;9.83;801.81;76.134;50.824734;4.073188;9794.0;NaN;1995.9583;274.25;46.0;106.8;3 / 20;3192876;2015-03-03 14:50:18:431
-2.1521;3.7236;9.2801;-1.5598;3.6011;8.9872;0.0961;-0.0678;0.0857;0.0099;-0.0171;-0.0031;-11.43;-18.95;-37.54;104.88;-21.55;9.96;801.81;76.546;50.824734;4.073188;9794.0;NaN;1995.9583;274.25;46.0;106.8;3 / 20;3193375;2015-03-03 14:50:18:930
-1.7308;3.3808;9.4944;-1.5419;3.5774;8.9997;-0.0328;-0.0336;0.3307;0.012;-0.0011;-0.0031;-12.48;-17.2;-37.88;98.77;-21.53;9.75;801.81;76.021;50.824734;4.073188;9794.0;NaN;1995.9583;274.25;46.0;106.8;3 / 20;3193876;2015-03-03 14:50:19:431
-1.2309;3.2404;9.342;-1.546;3.6118;8.9853;0.0773;0.0218;-0.0418;0.0024;-0.0054;-0.002;-12.66;-17.02;-35.67;100.79;-21.53;9.82;801.81;76.089;50.824734;4.073188;9794.0;NaN;1995.9583;274.25;46.0;106.8;3 / 20;3194381;2015-03-03 14:50:19:936
-1.1786;3.3737;9.1492;-1.5518;3.5978;8.9899;0.0285;-0.0118;0.1071;0.0045;-0.0171;1.0E-4;-11.6;-17.37;-35.32;102.25;-21.6;9.72;801.82;76.171;50.824734;4.073188;9794.0;NaN;1995.8511;274.25;46.0;106.8;3 / 20;3194876;2015-03-03 14:50:20:431
-1.3928;3.476;8.4399;-1.5473;3.6028;8.9887;0.0028;-0.0298;-0.0181;0.0024;-0.0075;-0.0052;-11.08;-17.9;-35.49;105.76;-21.58;9.82;801.81;76.265;50.824734;4.073188;9794.0;NaN;1995.9583;274.25;46.0;106.8;3 / 20;3195376;2015-03-03 14:50:20:931
-1.5213;3.4332;9.1873;-1.5539;3.5762;8.9981;-0.0583;-0.0402;0.1435;0.0078;0.017;1.0E-4;-11.08;-18.25;-35.84;104.66;-21.49;9.82;801.82;76.29;50.824734;4.073188;9794.0;NaN;1995.8511;274.25;46.0;106.8;3 / 20;3195876;2015-03-03 14:50:21:431
-1.2428;3.3927;8.7517;-1.5898;3.5952;8.9843;0.0749;-0.0295;-0.2062;0.0045;0.0085;0.0022;-11.08;-17.2;-37.2;100.79;-21.31;9.99;801.83;75.931;50.824734;4.073188;9794.0;NaN;1995.7455;274.25;46.0;106.8;3 / 20;3196376;2015-03-03 14:50:21:931
-1.5166;3.6403;8.6208;-1.6204;3.5895;8.9811;-0.1015;-0.0518;0.0781;0.0067;-0.0075;-0.0052;-11.43;-17.9;-37.2;103.36;-21.49;10.04;801.82;76.004;50.824734;4.073188;9794.0;NaN;1995.8511;274.25;46.0;106.8;3 / 20;3196876;2015-03-03 14:50:22:431
-1.6189;3.745;8.2875;-1.5786;3.6096;8.9805;-0.0088;-0.0188;-0.054;0.0152;0.016;-0.002;-12.83;-17.55;-36.86;102.41;-21.48;10.08;801.83;75.892;50.824734;4.073188;9794.0;NaN;1995.7455;274.25;46.0;106.8;3 / 20;3197378;2015-03-03 14:50:22:933
-1.3428;3.2737;9.0254;-1.5563;3.6051;8.9862;0.0912;-0.0281;-0.0862;0.0013;-0.0107;-0.0074;-11.6;-17.72;-36.35;103.95;-21.54;9.99;801.84;75.751;50.824734;4.073188;9794.0;NaN;1995.6384;274.25;46.0;106.8;3 / 20;3197875;2015-03-03 14:50:23:430
-1.2571;3.4474;8.3232;-1.575;3.5968;8.9863;0.0288;-0.001;-0.1464;0.0099;-0.0086;-0.0031;-11.78;-18.95;-36.86;105.51;-21.54;9.89;801.83;75.867;50.824734;4.073188;9794.0;NaN;1995.7455;274.25;46.0;106.8;3 / 20;3198376;2015-03-03 14:50:23:931
-1.2262;3.6069;8.0614;-1.5721;3.6025;8.9845;-0.1126;-0.0067;-0.0475;0.0045;0.0032;-0.0042;-11.6;-19.47;-36.69;105.57;-21.51;9.99;801.85;75.566;50.824734;4.073188;9794.0;NaN;1995.5321;274.25;46.0;106.8;3 / 20;3198876;2015-03-03 14:50:24:431
-1.6047;3.9449;8.2232;-1.5317;3.6209;8.984;0.0835;-0.0884;-0.056;0.0067;0.0053;1.0E-4;-12.48;-17.55;-37.2;102.51;-21.67;9.85;801.86;75.258;50.824734;4.073188;9794.0;NaN;1995.4265;274.25;46.0;106.8;3 / 20;3199376;2015-03-03 14:50:24:931
-1.8808;3.5855;8.7898;-1.5906;3.623;8.973;-0.1426;-0.0493;-0.0753;0.012;-0.0129;-0.0074;-10.9;-18.07;-36.35;104.23;-21.68;10.05;801.85;74.721;50.824734;4.073188;9794.0;NaN;1995.5321;274.25;46.0;106.8;3 / 20;3199875;2015-03-03 14:50:25:430
-1.7927;3.3618;8.6327;-1.5958;3.5961;8.9829;0.0182;-0.0863;0.0946;0.0013;-0.0022;-0.0063;-12.13;-18.25;-35.15;105.07;-21.59;10.15;801.85;75.494;50.824734;4.073188;9794.0;NaN;1995.5321;274.25;46.0;106.8;3 / 20;3200376;2015-03-03 14:50:25:931
-1.7689;3.7355;8.6565;-1.5485;3.615;8.9835;-0.1042;-0.0029;0.1119;0.011;0.0074;-0.002;-12.13;-15.8;-35.15;99.3;-21.63;9.8;801.85;75.641;50.824734;4.073188;9794.0;NaN;1995.5321;274.25;46.0;106.8;3 / 20;3200875;2015-03-03 14:50:26:430
-1.5428;3.6022;8.8993;-1.5641;3.6034;8.9855;0.0423;-0.102;0.0689;0.0067;-0.0107;-0.002;-12.48;-16.85;-36.18;101.11;-21.56;9.87;801.85;75.176;50.824734;4.073188;9794.0;NaN;1995.5321;274.25;46.0;106.8;3 / 20;3201375;2015-03-03 14:50:26:930
-1.6166;3.2499;8.9683;-1.5496;3.622;8.9805;0.1025;-0.1212;3.0E-4;0.0088;-0.0118;-0.0031;-11.08;-17.2;-35.84;101.29;-21.67;9.79;801.86;74.357;50.824734;4.073188;9794.0;NaN;1995.4265;274.25;46.0;106.8;3 / 20;3201876;2015-03-03 14:50:27:431
-1.3047;3.4308;8.8636;-1.5546;3.5965;8.9899;-0.0813;-0.0811;0.1025;0.0152;0.0149;-0.001;-11.6;-17.72;-34.98;105.17;-21.55;9.82;801.88;75.746;50.824734;4.073188;9794.0;NaN;1995.213;274.25;46.0;106.8;3 / 20;3202376;2015-03-03 14:50:27:931
-1.5428;3.3261;8.5422;-1.6187;3.5855;8.983;-0.1329;-0.0225;-0.0695;0.0013;0.0042;-0.002;-11.78;-18.95;-35.84;106.85;-21.45;10.22;801.89;75.22;50.824734;4.073188;9794.0;NaN;1995.1067;274.25;46.0;106.8;3 / 20;3202875;2015-03-03 14:50:28:430
-1.5856;3.4451;9.1444;-1.6114;3.5688;8.9909;-0.0096;-0.0411;0.0358;0.0056;0.0064;-0.0052;-12.13;-17.2;-34.81;102.78;-21.32;10.3;801.9;75.542;50.824734;4.073188;9794.0;NaN;1995.0004;274.25;46.0;106.8;3 / 20;3203375;2015-03-03 14:50:28:930
-1.2024;3.3975;8.8683;-1.5851;3.5953;8.9851;-0.0278;0.0636;0.0179;0.0045;-0.0022;-0.0031;-12.13;-18.25;-35.84;104.19;-21.42;9.99;801.91;75.307;50.824734;4.073188;9794.0;NaN;1994.894;274.25;46.0;106.8;3 / 20;3203876;2015-03-03 14:50:29:431
-1.2;3.3237;8.4898;-1.5399;3.6117;8.9864;0.0868;-0.0109;0.037;0.012;-0.0054;-0.002;-13.01;-18.07;-36.01;103.23;-21.66;9.89;801.91;75.822;50.824734;4.073188;9794.0;NaN;1994.894;274.25;46.0;106.8;3 / 20;3204376;2015-03-03 14:50:29:931
-1.2643;3.3332;8.4256;-1.538;3.6221;8.9825;-0.0817;-0.0446;0.075;0.0067;-0.0033;-0.0031;-11.6;-17.37;-36.69;99.66;-21.68;9.72;801.91;75.094;50.824734;4.073188;9794.0;NaN;1994.894;274.25;46.0;106.8;3 / 20;3204877;2015-03-03 14:50:30:432
-1.7189;3.4736;8.566;-1.5781;3.5895;8.9886;0.0774;-0.0106;-0.0661;0.0024;-0.0043;-0.0063;-12.48;-17.55;-35.49;105.1;-21.58;10.0;801.89;76.349;50.824734;4.073188;9794.0;NaN;1995.1067;274.25;46.0;106.8;3 / 20;3205376;2015-03-03 14:50:30:931
-1.569;3.4855;8.8421;-1.5554;3.6023;8.9875;-9.0E-4;0.0467;-0.0294;0.0131;0.0096;-0.001;-11.43;-18.6;-35.15;108.71;-21.55;9.88;801.88;74.779;50.824734;4.073188;9794.0;NaN;1995.213;274.25;46.0;106.8;3 / 20;3205884;2015-03-03 14:50:31:439
-1.7832;3.6331;9.173;-1.5603;3.5958;8.9892;0.0687;-0.0987;-0.024;0.0195;0.0202;-0.002;-11.08;-17.55;-35.49;105.92;-21.49;9.97;801.88;75.531;50.824734;4.073188;9794.0;NaN;1995.213;274.25;46.0;106.8;3 / 20;3206375;2015-03-03 14:50:31:930
-1.5452;3.4403;8.8683;-1.5947;3.5985;8.9821;-0.0705;0.0264;-0.0878;0.0035;-0.0129;-0.0052;-10.9;-17.37;-35.67;101.59;-21.53;10.07;801.88;76.438;50.824734;4.073188;9794.0;NaN;1995.213;274.25;46.0;106.8;3 / 20;3206875;2015-03-03 14:50:32:430
-1.2547;3.3737;9.0587;-1.5849;3.5936;8.9858;0.0391;-0.0325;-0.0023;0.0142;0.0032;-0.0042;-11.08;-17.55;-35.15;106.11;-21.38;10.16;801.87;76.903;50.824734;4.073188;9794.0;NaN;1995.3193;274.25;46.0;106.8;3 / 20;3207378;2015-03-03 14:50:32:933
-1.3024;3.4189;8.6255;-1.6195;3.597;8.9783;0.0195;-2.0E-4;-0.0144;0.011;0.0096;-0.001;-12.83;-18.95;-35.84;106.15;-21.48;10.15;801.87;75.873;50.824734;4.073188;9794.0;NaN;1995.3193;274.25;46.0;106.8;3 / 20;3207876;2015-03-03 14:50:33:431
-1.5094;3.7902;8.3304;-1.587;3.5983;8.9835;0.1001;0.0109;-0.0126;0.0056;-0.0097;-0.0031;-11.25;-18.07;-36.69;103.28;-21.53;10.02;801.88;76.066;50.824734;4.073188;9794.0;NaN;1995.213;274.25;46.0;106.8;3 / 20;3208377;2015-03-03 14:50:33:932
-1.5499;3.5641;8.935;-1.5619;3.6037;8.9858;0.1146;-0.064;-0.153;0.011;0.0128;-0.002;-12.48;-16.85;-35.84;101.04;-21.59;9.87;801.89;75.445;50.824734;4.073188;9794.0;NaN;1995.1067;274.25;46.0;106.8;3 / 20;3208877;2015-03-03 14:50:34:432
-1.7975;3.4665;9.0088;-1.5851;3.5822;8.9903;-0.0438;-0.0414;-0.02;0.0056;0.0042;-0.002;-12.13;-17.55;-36.86;102.96;-21.44;10.04;801.88;75.871;50.824734;4.073188;9794.0;NaN;1995.213;274.25;46.0;106.8;3 / 20;3209375;2015-03-03 14:50:34:930
-1.6427;3.3689;9.3563;-1.6204;3.5734;8.9875;0.0117;0.0063;0.0928;0.0131;0.0032;-0.002;-11.08;-18.25;-36.18;104.7;-21.44;10.18;801.87;75.619;50.824734;4.073188;9794.0;NaN;1995.3193;274.25;46.0;106.8;3 / 20;3209876;2015-03-03 14:50:35:431
-1.5594;3.2404;8.9873;-1.5794;3.5903;8.9881;0.0183;-0.108;-0.0134;0.0078;-0.0129;-0.0042;-11.25;-18.07;-36.69;103.23;-21.55;10.03;801.87;75.778;50.824734;4.073188;9794.0;NaN;1995.3193;274.25;46.0;106.8;3 / 20;3210375;2015-03-03 14:50:35:930
-1.4428;3.5593;8.7755;-1.5477;3.5949;8.9918;-0.0241;-0.0455;-0.0127;0.0078;0.0;-0.0031;-12.83;-17.9;-35.84;103.49;-21.52;9.82;801.85;74.957;50.824734;4.073188;9794.0;NaN;1995.5321;274.25;46.0;106.8;3 / 20;3210876;2015-03-03 14:50:36:431
-1.3976;3.2475;9.123;-1.5703;3.5943;8.9881;-0.0425;-0.0411;0.1595;0.0078;-0.0022;-0.002;-12.13;-16.85;-35.84;101.23;-21.5;9.91;801.85;75.366;50.824734;4.073188;9794.0;NaN;1995.5321;274.25;46.0;106.8;3 / 20;3211376;2015-03-03 14:50:36:931
-1.6451;3.5212;8.5589;-1.5761;3.6097;8.9809;0.0118;4.0E-4;-0.0212;0.0078;-0.0086;-0.002;-11.43;-17.9;-36.18;104.42;-21.6;9.95;801.85;74.619;50.824734;4.073188;9794.0;NaN;1995.5321;274.25;46.0;106.8;3 / 20;3211875;2015-03-03 14:50:37:430
-1.6737;3.5498;8.9683;-1.5548;3.6111;8.984;0.0463;-0.0416;-0.0318;0.0174;0.0074;1.0E-4;-11.08;-18.25;-36.52;103.1;-21.62;9.91;801.85;74.744;50.824734;4.073188;9794.0;NaN;1995.5321;274.25;46.0;106.8;3 / 20;3212378;2015-03-03 14:50:37:933
-1.519;3.3879;8.9516;-1.5372;3.602;8.9907;-0.0298;-0.1343;0.0689;0.0035;0.0053;-0.0031;-12.83;-18.95;-37.2;104.73;-21.65;9.74;801.84;74.934;50.824734;4.073188;9794.0;NaN;1995.6384;274.25;46.0;106.8;3 / 20;3212875;2015-03-03 14:50:38:430
-1.2833;3.288;8.9635;-1.5512;3.5915;8.9925;-7.0E-4;-0.001;0.0534;0.0035;-0.0107;-0.0031;-11.08;-18.25;-36.18;104.59;-21.52;9.84;801.84;74.6;50.824734;4.073188;9794.0;NaN;1995.6384;274.25;46.0;106.8;3 / 20;3213376;2015-03-03 14:50:38:931
-1.3595;3.4141;8.9302;-1.574;3.5751;8.9951;0.0135;0.0487;-0.0756;0.0013;-0.0182;-0.0042;-11.43;-17.55;-36.52;103.66;-21.35;9.94;801.83;74.591;50.824734;4.073188;9794.0;NaN;1995.7455;274.25;46.0;106.8;3 / 20;3213876;2015-03-03 14:50:39:431
-1.6904;3.6403;8.5946;-1.5961;3.5838;8.9877;-0.1249;-0.0282;0.0089;0.0131;0.0202;-0.001;-10.73;-17.2;-36.52;100.55;-21.42;9.94;801.83;74.663;50.824734;4.073188;9794.0;NaN;1995.7455;274.25;46.0;106.8;3 / 20;3214376;2015-03-03 14:50:39:931
-1.776;3.745;8.9469;-1.6146;3.5833;8.9846;0.0152;0.0114;-0.0321;0.0152;-0.0022;-0.0052;-10.37;-18.25;-35.49;106.79;-21.4;10.2;801.83;74.303;50.824734;4.073188;9794.0;NaN;1995.7455;274.25;46.0;106.8;3 / 20;3214876;2015-03-03 14:50:40:431
-1.7546;3.4427;8.7707;-1.5971;3.5683;8.9937;0.0025;0.0388;0.0352;0.0056;-0.0097;-0.0052;-9.85;-17.72;-37.37;104.43;-21.26;10.11;801.82;74.707;50.824734;4.073188;9794.0;NaN;1995.8511;274.25;46.0;106.8;3 / 20;3215376;2015-03-03 14:50:40:931
-1.6999;3.3499;9.0945;-1.5751;3.5861;8.9905;-0.0617;-0.052;-0.0291;0.0088;0.0064;-0.002;-11.43;-18.6;-35.84;107.58;-21.46;10.01;801.82;75.232;50.824734;4.073188;9794.0;NaN;1995.8511;274.25;46.0;106.8;3 / 20;3215881;2015-03-03 14:50:41:436
-1.9046;3.5641;8.9564;-1.578;3.5915;8.9879;0.0229;-0.1219;0.0149;0.0088;0.0032;-0.002;-10.55;-15.97;-35.67;98.68;-21.48;9.91;801.82;75.422;50.824734;4.073188;9794.0;NaN;1995.8511;274.25;46.0;106.8;3 / 20;3216376;2015-03-03 14:50:41:931
-1.5071;3.2404;9.0516;-1.5741;3.5832;8.9918;0.0583;-0.0711;-0.0523;0.011;-0.0054;1.0E-4;-11.78;-17.9;-36.86;102.94;-21.45;10.0;801.81;75.487;50.824734;4.073188;9794.0;NaN;1995.9583;274.25;46.0;106.8;3 / 20;3216875;2015-03-03 14:50:42:430
-1.7832;3.676;8.6612;-1.5761;3.5772;8.9939;0.0363;-0.0983;-0.0766;0.0056;-0.0086;-0.0042;-11.6;-16.67;-36.35;101.49;-21.37;9.94;801.81;74.784;50.824734;4.073188;9794.0;NaN;1995.9583;274.25;46.0;106.8;3 / 20;3217375;2015-03-03 14:50:42:930
-2.0688;3.6022;8.8279;-1.5975;3.5815;8.9884;-0.0347;0.0284;-0.0587;0.0035;-0.0033;-0.0052;-10.73;-17.55;-36.86;103.5;-21.42;10.08;801.81;74.286;50.824734;4.073188;9794.0;NaN;1995.9583;274.25;46.0;106.8;3 / 20;3217876;2015-03-03 14:50:43:431
-1.8998;3.5331;9.3611;-1.5881;3.5616;8.998;-0.0805;-0.0471;0.1209;0.0056;-0.0054;-0.001;-11.6;-18.42;-36.69;102.86;-21.48;10.08;801.81;74.575;50.824734;4.073188;9794.0;NaN;1995.9583;274.25;46.0;106.8;3 / 20;3218375;2015-03-03 14:50:43:930
-1.3952;3.4498;8.616;-1.5863;3.5751;8.9929;-0.0814;0.0303;-0.1274;0.0099;-0.0065;-0.0031;-11.96;-17.72;-36.35;104.5;-21.26;9.98;801.79;74.277;50.824734;4.073188;9794.0;NaN;1996.1709;274.25;46.0;106.8;3 / 20;3218876;2015-03-03 14:50:44:431
-1.5785;3.6069;8.447;-1.5537;3.5978;8.9896;0.1524;-0.0827;-0.1283;0.0131;0.001;-0.001;-11.96;-17.37;-37.71;98.96;-21.44;9.99;801.78;74.43;50.824734;4.073188;9794.0;NaN;1996.278;274.25;46.0;106.8;3 / 20;3219376;2015-03-03 14:50:44:931
-1.2214;3.3951;8.9564;-1.5822;3.6161;8.9772;-6.0E-4;0.0168;-0.0276;0.0078;0.001;-0.001;-10.55;-17.02;-36.35;101.64;-21.51;10.04;801.79;74.767;50.824734;4.073188;9794.0;NaN;1996.1709;274.25;46.0;106.8;3 / 20;3219875;2015-03-03 14:50:45:430
-1.3595;3.2713;8.9088;-1.5873;3.6031;8.9816;-0.035;-0.0733;0.1629;0.011;-0.0011;-0.0031;-11.6;-18.07;-36.01;103.73;-21.66;9.93;801.8;74.841;50.824734;4.073188;9794.0;NaN;1996.0646;274.25;46.0;106.8;3 / 20;3220376;2015-03-03 14:50:45:931
-1.7499;3.4641;8.6136;-1.5896;3.5883;8.9871;-0.0679;-0.0489;-0.1364;0.0078;0.0;-0.0042;-12.66;-18.07;-35.67;103.62;-21.44;10.11;801.8;75.294;50.824734;4.073188;9794.0;NaN;1996.0646;274.25;46.0;106.8;3 / 20;3220876;2015-03-03 14:50:46:431
-1.8308;3.8402;8.766;-1.6014;3.5831;8.9871;-0.0714;-0.0306;-0.01;0.012;0.0096;-0.0031;-12.31;-17.72;-35.67;104.09;-21.47;10.05;801.81;75.643;50.824734;4.073188;9794.0;NaN;1995.9583;274.25;46.0;106.8;3 / 20;3221376;2015-03-03 14:50:46:931
-1.6523;3.6093;8.7707;-1.6122;3.5767;8.9877;-0.0109;0.0126;0.0289;0.0099;-0.0043;-0.0042;-11.96;-18.42;-38.05;101.94;-21.35;10.37;801.8;75.475;50.824734;4.073188;9794.0;NaN;1996.0646;274.25;46.0;106.8;3 / 20;3221876;2015-03-03 14:50:47:431
-1.7499;3.5641;8.5874;-1.6124;3.5776;8.9873;0.0127;-0.0612;0.1179;3.0E-4;-0.0075;-0.0063;-12.13;-17.55;-35.49;105.35;-21.44;10.13;801.8;74.917;50.824734;4.073188;9794.0;NaN;1996.0646;274.25;46.0;106.8;0 / 20;3222376;2015-03-03 14:50:47:931
-1.9498;3.5641;9.0683;-1.5859;3.5854;8.9889;0.0113;-0.0375;0.0079;0.0099;0.0085;-0.002;-12.66;-17.37;-36.35;100.93;-21.45;9.97;801.79;75.034;50.824734;4.073188;9794.0;NaN;1996.1709;274.25;46.0;106.8;0 / 20;3222876;2015-03-03 14:50:48:431
-1.2238;3.2285;8.9016;-1.5979;3.5853;8.9868;0.1108;-0.0963;0.0116;0.0078;-0.0086;-0.0052;-10.9;-18.77;-36.69;106.34;-21.44;10.1;801.8;74.717;50.824734;4.073188;9794.0;NaN;1996.0646;274.25;46.0;106.8;0 / 20;3223376;2015-03-03 14:50:48:931
-1.5356;3.5212;8.4518;-1.5787;3.6145;8.9785;0.0297;-0.0724;0.0158;0.011;-0.0043;-0.0042;-11.6;-15.97;-35.67;98.14;-21.61;9.94;801.81;74.667;50.824734;4.073188;9794.0;NaN;1995.9583;274.25;46.0;106.8;0 / 20;3223876;2015-03-03 14:50:49:431
-2.026;3.7545;8.8755;-1.5956;3.5877;8.9863;-0.0048;0.0089;0.1084;0.0035;0.001;-0.0052;-10.37;-17.55;-35.49;106.55;-21.54;9.9;801.81;74.89;50.824734;4.073188;9794.0;NaN;1995.9583;274.25;46.0;106.8;0 / 20;3224375;2015-03-03 14:50:49:930
-1.35;3.2808;8.3113;-1.6001;3.5905;8.9843;0.0165;-0.0565;-0.1422;0.0206;0.0042;-0.0031;-12.13;-17.2;-36.18;101.27;-21.48;10.1;801.8;75.287;50.824734;4.073188;9794.0;NaN;1996.0646;274.25;46.0;106.8;0 / 20;3224876;2015-03-03 14:50:50:431
-1.469;3.4498;8.6874;-1.5218;3.5902;8.998;-0.0161;-0.0455;0.0592;0.0067;-0.0097;-0.0052;-11.78;-17.2;-35.84;101.28;-21.48;9.6;801.82;75.096;50.824734;4.073188;9794.0;NaN;1995.8511;274.25;46.0;106.8;0 / 20;3225375;2015-03-03 14:50:50:930
-1.569;3.5831;8.616;-1.5562;3.619;8.9806;-0.041;-0.0237;-0.0837;0.0078;-0.0011;-0.002;-12.13;-18.6;-35.84;106.78;-21.53;9.71;801.81;74.886;50.824734;4.073188;9794.0;NaN;1995.9583;274.25;46.0;106.8;0 / 20;3225876;2015-03-03 14:50:51:431
-1.6213;3.6807;8.7184;-1.586;3.586;8.9887;0.0679;-0.0346;-0.0241;0.0088;-0.0022;-0.001;-10.37;-17.2;-36.52;100.86;-21.47;10.01;801.81;75.608;50.824734;4.073188;9794.0;NaN;1995.9583;274.25;46.0;106.8;1 / 20;3226375;2015-03-03 14:50:51:930
-1.8022;3.7688;9.154;-1.6046;3.5974;8.9808;-0.095;-0.0546;0.2088;0.0078;-0.0086;-0.0042;-11.96;-17.72;-36.35;104.07;-21.48;10.04;801.81;75.272;50.824734;4.073188;9794.0;NaN;1995.9583;274.25;46.0;106.8;1 / 20;3226877;2015-03-03 14:50:52:432
-1.8998;3.5712;9.1944;-1.6019;3.5884;8.9848;-0.0557;-0.1143;0.0674;0.0131;0.001;-0.001;-11.6;-17.02;-35.32;102.67;-21.38;10.11;801.81;74.938;50.824734;4.073188;9794.0;NaN;1995.9583;274.25;46.0;106.8;3 / 20;3227375;2015-03-03 14:50:52:930
-1.5809;3.4998;9.1659;-1.5981;3.5885;8.9855;0.1038;-0.1148;0.117;0.0142;0.0032;-0.002;-12.13;-17.2;-35.84;101.13;-21.55;10.01;801.82;75.566;50.824734;4.073188;9794.0;NaN;1995.8511;274.25;46.0;106.8;3 / 20;3227875;2015-03-03 14:50:53:430
-1.5785;3.3332;9.0278;-1.6086;3.58;8.987;-0.0648;0.0202;0.0396;0.011;-0.0022;-0.0031;-11.25;-17.37;-37.71;99.33;-21.41;10.15;801.83;74.354;50.824734;4.073188;9794.0;NaN;1995.7455;274.25;46.0;106.8;3 / 20;3228375;2015-03-03 14:50:53:930
-1.7832;3.5974;8.9897;-1.5913;3.5648;8.9961;-0.0317;-0.0585;0.2984;0.0013;-0.0075;-0.0042;-11.25;-18.07;-35.67;104.85;-21.38;10.01;801.83;74.732;50.824734;4.073188;9794.0;NaN;1995.7455;274.25;46.0;106.8;3 / 20;3228876;2015-03-03 14:50:54:431
-1.657;3.5331;9.0992;-1.6123;3.5621;8.9934;-0.0596;-0.0156;-0.027;0.0024;0.0074;-0.0052;-11.78;-18.95;-34.47;109.52;-21.3;10.16;801.82;75.376;50.824734;4.073188;9794.0;NaN;1995.8511;274.25;46.0;106.8;3 / 20;3229376;2015-03-03 14:50:54:931
