sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( m/s);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-1.8046;3.9783;8.5732;-1.5557;4.0407;8.799;-0.1058;0.0078;-0.0369;0.0078;0.0106;0.0012;0.17;-27.71;-28.33;161.04;-24.11;10.11;1003.03;74.919;51.7915;0.211605;691.0;NaN;84.44919;138.5;149.0;149.6;9 / 19;1866145;2015-03-03 14:28:11:700
-1.5642;3.9235;8.835;-1.5174;4.0233;8.8137;-0.0364;-0.0565;-0.2022;-0.0104;-0.015;-0.002;0.35;-28.94;-28.5;160.97;-24.37;10.02;1003.01;75.106;51.7915;0.211605;691.0;NaN;84.61848;138.5;149.0;149.6;9 / 19;1866645;2015-03-03 14:28:12:200
-1.469;4.0735;8.9921;-1.5687;4.0477;8.7935;0.0044;0.0208;0.0577;0.0024;-0.0182;0.0012;0.52;-28.76;-29.02;164.5;-24.28;10.0;1003.0;76.177;51.7915;0.211605;691.0;NaN;84.704124;138.5;149.0;149.6;9 / 19;1867146;2015-03-03 14:28:12:701
-1.1786;4.0973;8.5446;-1.4949;4.0403;8.8097;-0.1196;0.0565;0.054;-0.0051;0.0;-0.0042;0.52;-27.36;-29.36;162.51;-24.45;9.89;1003.0;74.717;51.7915;0.211605;691.0;NaN;84.704124;138.5;149.0;149.6;9 / 19;1867645;2015-03-03 14:28:13:200
-1.5594;4.0473;9.5253;-1.554;4.0795;8.7814;0.0033;0.0676;0.2084;0.0142;0.0085;0.0033;0.7;-28.94;-30.55;162.04;-24.45;10.08;1003.0;74.582;51.7915;0.211605;691.0;NaN;84.704124;138.5;149.0;149.6;9 / 19;1868145;2015-03-03 14:28:13:700
-1.6665;4.302;9.7895;-1.5471;4.07;8.787;-0.1036;0.1236;0.3903;0.0088;-0.0075;0.0012;2.63;-28.41;-29.02;171.49;-24.5;9.86;1002.98;74.616;51.7915;0.211605;691.0;NaN;84.87442;138.5;149.0;149.6;9 / 18;1868645;2015-03-03 14:28:14:200
-1.5261;4.3258;9.8514;-1.52;4.0823;8.7861;-0.0366;0.069;0.1935;0.0184;-0.0054;0.0022;0.7;-28.94;-28.85;164.65;-24.53;9.83;1002.97;75.212;51.7915;0.211605;691.0;NaN;84.95906;138.5;149.0;149.6;9 / 18;1869145;2015-03-03 14:28:14:700
-1.7094;4.1973;9.4087;-1.5301;4.1006;8.7758;-0.0597;0.0267;0.1928;0.0078;0.0021;1.0E-4;0.7;-28.59;-29.19;164.55;-24.79;9.79;1002.98;75.465;51.7915;0.211605;691.0;NaN;84.87442;138.5;149.0;149.6;9 / 19;1869646;2015-03-03 14:28:15:201
-1.8617;4.6448;9.6538;-1.6347;4.1316;8.7423;-0.1516;0.1437;0.3213;0.011;0.0064;1.0E-4;1.75;-27.53;-28.5;166.56;-24.8;10.22;1002.98;75.021;51.7915;0.211605;691.0;NaN;84.87442;138.5;149.0;149.6;9 / 19;1870145;2015-03-03 14:28:15:700
-1.6023;4.6424;9.4801;-1.6116;4.1565;8.7348;0.1027;-0.0674;-0.1048;0.0078;-0.0129;1.0E-4;2.81;-29.29;-28.16;171.51;-25.04;10.49;1003.01;75.869;51.7915;0.211605;691.0;NaN;84.61848;138.5;149.0;149.6;9 / 19;1870645;2015-03-03 14:28:16:200
-1.7356;4.5757;9.4658;-1.5886;4.1821;8.7268;-0.1467;-0.0893;0.0636;0.0152;0.0021;1.0E-4;0.88;-28.06;-27.99;163.73;-25.25;10.12;1003.02;75.005;51.7915;0.211605;691.0;NaN;84.53384;138.5;149.0;149.6;9 / 19;1871145;2015-03-03 14:28:16:700
-1.8713;4.7233;9.78;-1.5911;4.1974;8.719;-0.1478;0.0015;0.0208;0.0024;-0.0086;0.0012;2.28;-29.11;-28.33;167.86;-25.29;10.38;1003.03;75.197;51.7915;0.211605;691.0;NaN;84.44919;138.5;149.0;149.6;9 / 19;1871647;2015-03-03 14:28:17:202
-1.6951;4.5281;9.3206;-1.5531;4.1849;8.7318;0.0059;-0.0181;0.0273;0.0013;-0.0107;-0.001;2.28;-28.41;-26.97;168.54;-25.19;10.2;1003.02;75.892;51.7915;0.211605;691.0;NaN;84.53384;138.5;149.0;149.6;9 / 19;1872149;2015-03-03 14:28:17:704
-1.5975;4.5805;9.3111;-1.5492;4.1923;8.7289;0.1001;-0.044;-0.118;3.0E-4;0.001;-0.001;1.05;-28.59;-27.14;165.8;-25.28;10.09;1003.02;75.731;51.7915;0.211605;691.0;NaN;84.53384;138.5;149.0;149.6;9 / 19;1872645;2015-03-03 14:28:18:200
-1.4928;4.3258;8.7517;-1.5442;4.2207;8.7162;0.1129;-0.0373;-0.1285;0.0035;-0.0011;-0.0042;1.75;-29.64;-28.16;168.95;-25.38;10.13;1003.01;74.802;51.7915;0.211605;691.0;NaN;84.61848;138.5;149.0;149.6;9 / 19;1873145;2015-03-03 14:28:18:700
-1.6094;4.2972;8.3851;-1.5355;4.2546;8.7012;0.1522;-0.0274;0.0273;-8.0E-4;0.0021;-0.0042;1.4;-29.99;-28.16;165.45;-25.63;10.06;1002.98;74.76;51.7915;0.211605;691.0;NaN;84.87442;138.5;149.0;149.6;9 / 19;1873645;2015-03-03 14:28:19:200
-1.6213;4.2782;8.804;-1.5615;4.293;8.6777;0.1004;0.0055;-0.1588;-0.0051;-0.0033;-0.002;0.7;-29.64;-28.16;165.4;-25.81;10.02;1002.95;76.057;51.7915;0.211605;691.0;NaN;85.12934;138.5;149.0;149.6;9 / 19;1874146;2015-03-03 14:28:19:701
-1.5118;4.2687;8.7303;-1.5611;4.3236;8.6626;-0.0326;0.1368;0.1503;0.0067;0.0267;1.0E-4;2.46;-29.99;-27.14;169.38;-26.11;10.24;1002.9;76.921;51.7915;0.211605;691.0;NaN;85.554535;138.5;149.0;149.6;9 / 19;1874645;2015-03-03 14:28:20:200
-1.3071;4.0949;8.7303;-1.583;4.3478;8.6464;-0.0402;0.0214;-0.079;-8.0E-4;-0.0033;1.0E-4;1.23;-29.11;-27.99;163.88;-26.22;10.21;1002.85;76.48;51.7915;0.211605;691.0;NaN;85.979706;138.5;149.0;149.6;9 / 19;1875145;2015-03-03 14:28:20:700
-1.4499;4.2663;7.9971;-1.584;4.395;8.6224;-0.0256;0.0358;0.0131;0.0035;-0.0033;-0.001;0.7;-28.94;-29.19;161.95;-26.63;10.41;1002.76;76.322;51.7915;0.211605;691.0;NaN;86.746376;138.5;149.0;149.6;9 / 19;1875645;2015-03-03 14:28:21:200
-1.7903;4.5139;8.6422;-1.5856;4.432;8.6031;-0.0135;0.1263;0.2369;0.0131;0.0042;0.0012;1.05;-30.69;-28.16;164.74;-26.79;10.55;1002.71;76.743;51.7915;0.211605;691.0;NaN;87.171486;138.5;149.0;149.6;9 / 19;1876147;2015-03-03 14:28:21:702
-1.5213;4.4067;8.2566;-1.6114;4.4351;8.5967;0.043;-0.0574;-0.1521;-0.0125;-0.015;-0.0052;0.52;-28.41;-27.31;163.0;-26.87;10.51;1002.67;75.651;51.7915;0.211605;691.0;NaN;87.51096;138.5;149.0;149.6;9 / 19;1876646;2015-03-03 14:28:22:201
-1.3857;3.9354;8.0947;-1.5904;4.4671;8.584;0.0598;-0.1899;-0.5864;0.0163;0.0085;0.0012;1.75;-29.29;-26.8;168.08;-26.9;10.36;1002.61;75.724;51.7915;0.211605;691.0;NaN;88.02266;138.5;149.0;149.6;9 / 19;1877145;2015-03-03 14:28:22:700
-2.0069;4.1996;7.9733;-1.5981;4.445;8.5941;-0.0262;-0.021;-0.0474;-0.004;0.0128;-0.0042;0.7;-29.99;-27.82;163.88;-27.02;10.43;1002.58;76.806;51.7915;0.211605;691.0;NaN;88.27749;138.5;149.0;149.6;9 / 19;1877650;2015-03-03 14:28:23:205
-0.9715;4.202;8.2494;-1.6033;4.4377;8.5969;0.1581;0.0249;-0.0565;0.0045;-0.0065;1.0E-4;2.11;-29.64;-27.14;168.21;-26.88;10.7;1002.52;76.403;51.7915;0.211605;691.0;NaN;88.78813;138.5;149.0;149.6;9 / 19;1878145;2015-03-03 14:28:23:700
-1.4737;4.3972;8.497;-1.6182;4.4251;8.6006;-0.0388;-0.0504;0.0442;0.0088;-0.0129;0.0033;0.7;-29.29;-27.14;163.86;-26.88;10.61;1002.48;76.021;51.7915;0.211605;691.0;NaN;89.12855;138.5;149.0;149.6;9 / 19;1878645;2015-03-03 14:28:24:200
-1.4452;4.5686;8.3637;-1.5789;4.4358;8.6024;0.0155;0.0704;-0.0759;0.011;0.0149;0.0044;0.17;-30.16;-28.67;159.55;-26.76;10.33;1002.42;76.286;51.7915;0.211605;691.0;NaN;89.639145;138.5;149.0;149.6;9 / 19;1879145;2015-03-03 14:28:24:700
-1.3214;4.1235;8.2899;-1.5633;4.4038;8.6216;0.1348;-0.0733;-0.0594;-0.0051;0.0021;-0.0031;2.63;-29.11;-28.33;170.93;-26.72;10.43;1002.39;76.066;51.7915;0.211605;691.0;NaN;89.894936;138.5;149.0;149.6;9 / 19;1879645;2015-03-03 14:28:25:200
-1.6213;4.5496;8.9588;-1.5609;4.3908;8.6287;-0.0621;0.0389;0.3314;0.0024;0.0074;1.0E-4;1.23;-29.46;-27.31;164.65;-26.71;10.23;1002.35;76.21;51.7915;0.211605;691.0;NaN;90.235306;138.5;149.0;149.6;9 / 19;1880145;2015-03-03 14:28:25:700
-1.3857;4.6067;9.2825;-1.5437;4.3826;8.636;0.0879;0.08;0.1872;0.0056;0.0074;-0.002;1.4;-29.29;-28.16;163.8;-26.49;10.14;1002.31;75.927;51.7915;0.211605;691.0;NaN;90.57566;138.5;149.0;149.6;9 / 19;1880645;2015-03-03 14:28:26:200
-1.3285;4.4044;8.9731;-1.5388;4.3779;8.6392;0.0464;0.0223;0.0337;3.0E-4;0.0213;-0.001;0.52;-29.11;-27.65;164.21;-26.53;9.9;1002.26;76.173;51.7915;0.211605;691.0;NaN;91.00159;138.5;149.0;149.6;9 / 19;1881145;2015-03-03 14:28:26:700
-1.588;4.321;8.547;-1.5982;4.3602;8.6374;-0.1035;-0.0911;0.0377;-0.0029;-0.0097;-0.001;2.99;-29.81;-27.99;171.89;-26.51;10.27;1002.2;75.939;51.7915;0.211605;691.0;NaN;91.51207;138.5;149.0;149.6;9 / 19;1881645;2015-03-03 14:28:27:200
-1.8594;4.6472;8.9373;-1.5969;4.3404;8.6476;0.0795;0.0085;0.1164;0.0035;0.0;-0.002;1.4;-29.99;-28.16;164.42;-26.35;10.39;1002.16;75.831;51.7915;0.211605;691.0;NaN;91.85238;138.5;149.0;149.6;9 / 19;1882145;2015-03-03 14:28:27:700
-1.6404;4.4448;8.4922;-1.612;4.3285;8.6508;0.0314;-0.1334;-0.317;-0.0051;-0.0182;0.0022;1.58;-29.81;-26.97;169.17;-26.24;10.32;1002.11;76.652;51.7915;0.211605;691.0;NaN;92.278244;138.5;149.0;149.6;9 / 19;1882645;2015-03-03 14:28:28:200
-1.5737;4.5472;8.4946;-1.5977;4.3378;8.6488;0.0859;-0.0255;-0.1973;0.0088;-0.0097;-0.002;2.11;-28.23;-27.48;167.37;-26.19;10.53;1002.07;76.195;51.7915;0.211605;691.0;NaN;92.61952;138.5;149.0;149.6;9 / 19;1883145;2015-03-03 14:28:28:700
-1.4666;4.4329;8.9254;-1.5565;4.3322;8.6591;-0.1631;-0.0319;0.1377;-8.0E-4;-0.0161;0.0033;2.46;-29.29;-28.16;168.05;-26.36;9.97;1002.04;76.296;51.7915;0.211605;691.0;NaN;92.874214;138.5;149.0;149.6;9 / 19;1883652;2015-03-03 14:28:29:207
-1.6475;4.4329;8.7374;-1.538;4.3305;8.6633;0.0631;-0.0191;-0.0483;-0.0019;-0.0139;0.0033;0.88;-29.81;-28.33;164.95;-26.22;10.13;1002.0;76.002;51.7915;0.211605;691.0;NaN;93.21548;138.5;149.0;149.6;9 / 19;1884145;2015-03-03 14:28:29:700
-1.5332;4.3139;8.8493;-1.5456;4.3333;8.6605;0.0742;-0.0473;-0.0211;-8.0E-4;-0.0054;0.0012;1.58;-29.11;-27.99;167.54;-26.24;10.27;1001.94;76.36;51.7915;0.211605;691.0;NaN;93.72582;138.5;149.0;149.6;11 / 18;1884645;2015-03-03 14:28:30:200
-1.6213;4.3663;8.1804;-1.5853;4.3233;8.6583;-0.1546;-0.0303;0.1102;0.0078;-0.0161;0.0022;1.93;-29.11;-27.99;167.46;-26.28;10.3;1001.91;75.501;51.7915;0.211605;691.0;NaN;93.98149;138.5;149.0;149.6;11 / 18;1885146;2015-03-03 14:28:30:701
-1.4714;4.1282;8.5232;-1.5747;4.3419;8.6509;-0.0128;-0.0804;0.1409;0.0013;0.0042;-0.002;1.75;-28.23;-27.14;167.77;-26.39;10.26;1001.86;76.027;51.7915;0.211605;691.0;NaN;94.40725;138.5;149.0;149.6;11 / 19;1885646;2015-03-03 14:28:31:201
-1.6546;4.4139;8.5208;-1.6037;4.3264;8.6534;-0.0141;-0.0906;0.1039;0.011;0.0138;0.0033;0.35;-29.29;-27.48;161.29;-26.27;10.3;1001.82;75.751;51.7915;0.211605;691.0;NaN;94.747444;138.5;149.0;149.6;11 / 19;1886145;2015-03-03 14:28:31:700
-1.3214;4.3163;8.1923;-1.6075;4.3313;8.6502;0.0152;-0.042;-0.0358;0.0035;-0.0118;0.0022;0.7;-29.99;-27.14;165.34;-26.15;10.56;1001.76;76.592;51.7915;0.211605;691.0;NaN;95.258705;138.5;149.0;149.6;11 / 19;1886645;2015-03-03 14:28:32:200
-1.2024;4.2306;8.2185;-1.5333;4.3564;8.6511;0.0521;0.0658;-0.0364;0.0056;0.0064;-0.001;1.05;-31.04;-27.48;166.71;-26.28;10.14;1001.71;75.743;51.7915;0.211605;691.0;NaN;95.6844;138.5;149.0;149.6;11 / 19;1887145;2015-03-03 14:28:32:700
-1.6523;4.2187;8.8445;-1.5815;4.3508;8.6452;-0.0435;-0.0394;0.0383;-8.0E-4;0.0;0.0012;-0.7;-30.34;-27.82;158.05;-26.44;10.13;1001.66;75.9;51.7915;0.211605;691.0;NaN;96.111084;138.5;149.0;149.6;11 / 19;1887646;2015-03-03 14:28:33:201
-1.6546;4.3996;8.5851;-1.5918;4.3407;8.6484;0.0152;-0.0152;-0.1281;-8.0E-4;0.0;0.0012;1.58;-29.46;-28.33;167.33;-26.13;10.41;1001.63;76.116;51.7915;0.211605;691.0;NaN;96.36567;138.5;149.0;149.6;11 / 19;1888145;2015-03-03 14:28:33:700
-1.8332;4.1282;8.8826;-1.5821;4.3737;8.6336;0.0388;-0.0453;-0.1874;3.0E-4;-0.0171;0.0012;1.93;-29.81;-27.65;168.0;-26.36;10.38;1001.6;75.829;51.7915;0.211605;691.0;NaN;96.62227;138.5;149.0;149.6;11 / 19;1888645;2015-03-03 14:28:34:200
-1.6166;4.4924;8.7779;-1.6333;4.362;8.63;-0.1385;0.0576;0.2712;0.0056;-0.0022;0.0033;-0.18;-30.51;-27.65;161.6;-26.43;10.61;1001.56;75.416;51.7915;0.211605;691.0;NaN;96.962364;138.5;149.0;149.6;11 / 19;1889145;2015-03-03 14:28:34:700
-1.6213;4.3234;8.7564;-1.5984;4.3809;8.6269;-0.0316;0.0292;-0.0632;-8.0E-4;-0.0182;1.0E-4;1.58;-28.76;-28.67;165.6;-26.51;10.57;1001.53;75.939;51.7915;0.211605;691.0;NaN;97.21794;138.5;149.0;149.6;11 / 19;1889645;2015-03-03 14:28:35:200
-1.6499;4.1854;8.8707;-1.6125;4.364;8.6328;-0.1878;-0.0158;0.1696;0.0024;0.0042;-0.002;0.7;-30.69;-28.16;164.92;-26.42;10.58;1001.47;76.451;51.7915;0.211605;691.0;NaN;97.72906;138.5;149.0;149.6;11 / 19;1890145;2015-03-03 14:28:35:700
-1.6499;4.2234;8.2804;-1.6268;4.3778;8.6231;0.0239;-0.1147;0.0194;-8.0E-4;-0.0022;-0.002;2.46;-30.34;-26.46;169.58;-26.47;10.59;1001.43;75.464;51.7915;0.211605;691.0;NaN;98.07012;138.5;149.0;149.6;12 / 19;1890645;2015-03-03 14:28:36:200
-1.4785;4.4496;8.3542;-1.5629;4.3953;8.6261;0.1004;0.0616;0.1239;-0.0019;-0.0033;-0.001;0.35;-28.94;-28.16;159.5;-26.63;10.45;1001.36;76.158;51.7915;0.211605;691.0;NaN;98.666695;138.5;149.0;149.6;12 / 19;1891145;2015-03-03 14:28:36:700
-1.6523;4.452;8.3542;-1.5678;4.3761;8.635;0.0163;-0.0216;-0.0569;-0.004;-0.0022;-0.001;1.05;-29.29;-27.82;163.54;-26.57;10.25;1001.33;75.154;51.7915;0.211605;691.0;NaN;98.92222;138.5;149.0;149.6;12 / 19;1891647;2015-03-03 14:28:37:202
-1.9403;4.3758;8.7041;-1.5743;4.3914;8.626;-0.1957;-0.0296;-0.1578;0.011;0.001;0.0012;1.4;-30.34;-28.85;163.48;-26.53;10.21;1001.28;75.462;51.7915;0.211605;691.0;NaN;99.34873;138.5;149.0;149.6;12 / 19;1892145;2015-03-03 14:28:37:700
-1.9189;4.3163;8.6969;-1.5977;4.3951;8.6198;0.0092;0.0406;-0.1676;0.0045;0.0032;0.0012;-0.88;-28.76;-27.99;156.16;-26.48;10.49;1001.26;76.388;51.7915;0.211605;691.0;NaN;99.51873;138.5;149.0;149.6;12 / 19;1892645;2015-03-03 14:28:38:200
-1.5904;4.1116;8.7755;-1.5622;4.4145;8.6164;0.1773;0.0533;-0.0301;0.0078;0.0042;1.0E-4;1.93;-29.11;-29.02;165.91;-26.67;10.36;1001.23;76.843;51.7915;0.211605;691.0;NaN;99.77422;138.5;149.0;149.6;12 / 19;1893145;2015-03-03 14:28:38:700
-1.4404;4.4948;8.3304;-1.5499;4.4176;8.617;0.2196;0.0907;-0.0952;-0.0093;0.0096;-0.0063;1.75;-30.34;-26.46;169.85;-26.68;10.37;1001.2;75.673;51.7915;0.211605;691.0;NaN;100.02971;138.5;149.0;149.6;12 / 19;1893645;2015-03-03 14:28:39:200
-1.8094;4.402;8.4351;-1.5794;4.4284;8.6061;0.034;0.1289;0.2155;-0.0019;0.0032;-0.0031;1.05;-29.64;-27.82;164.06;-26.84;10.4;1001.18;76.577;51.7915;0.211605;691.0;NaN;100.2007;138.5;149.0;149.6;12 / 19;1894145;2015-03-03 14:28:39:700
-1.5237;4.5448;8.8064;-1.6194;4.3968;8.6149;0.1651;-0.0304;0.157;0.0013;-0.0033;-0.002;0.88;-30.16;-27.65;163.66;-26.73;10.68;1001.15;76.409;51.7915;0.211605;691.0;NaN;100.45618;138.5;149.0;149.6;12 / 19;1894646;2015-03-03 14:28:40:201
-1.2905;4.3591;8.8326;-1.6158;4.4023;8.6128;-0.0274;0.0369;0.0059;0.0078;0.0106;-0.0031;0.52;-28.76;-26.29;165.46;-26.6;10.46;1001.14;76.446;51.7915;0.211605;691.0;NaN;100.541664;138.5;149.0;149.6;12 / 19;1895145;2015-03-03 14:28:40:700
-1.6856;4.4448;8.5517;-1.6207;4.3979;8.6141;-0.0224;0.0207;0.0522;0.0035;0.0128;-0.001;1.4;-30.69;-28.85;163.56;-26.72;10.63;1001.13;76.453;51.7915;0.211605;691.0;NaN;100.62615;138.5;149.0;149.6;12 / 19;1895649;2015-03-03 14:28:41:204
-1.538;4.1425;8.5612;-1.579;4.4176;8.6117;0.1074;-3.0E-4;0.0152;-0.0019;-0.0011;-0.001;0.88;-29.46;-27.65;163.12;-26.77;10.39;1001.1;76.504;51.7915;0.211605;691.0;NaN;100.882614;138.5;149.0;149.6;12 / 19;1896145;2015-03-03 14:28:41:700
-0.9382;4.4543;8.2494;-1.5187;4.4087;8.6271;0.0351;-0.058;-0.2109;-0.0019;0.0;0.0012;1.05;-29.64;-27.82;164.76;-26.63;10.09;1001.05;76.722;51.7915;0.211605;691.0;NaN;101.30803;138.5;149.0;149.6;12 / 19;1896645;2015-03-03 14:28:42:200
-1.9736;4.2639;8.9016;-1.5626;4.3896;8.629;-0.1005;0.032;0.1791;0.0013;-0.0107;-0.001;0.88;-30.16;-27.99;164.69;-26.7;10.1;1001.01;76.761;51.7915;0.211605;691.0;NaN;101.64896;138.5;149.0;149.6;12 / 19;1897145;2015-03-03 14:28:42:700
-1.6689;4.4163;8.1209;-1.6048;4.3849;8.6237;0.2129;-0.0216;-0.1012;-8.0E-4;0.0042;-0.0052;0.7;-29.64;-27.82;163.98;-26.49;10.59;1000.94;76.961;51.7915;0.211605;691.0;NaN;102.246284;138.5;149.0;149.6;12 / 19;1897645;2015-03-03 14:28:43:200
-1.3714;4.2782;8.4875;-1.6148;4.4054;8.6114;-0.0916;-0.0213;-0.0377;-0.0019;0.0128;-0.0042;0.88;-29.46;-27.65;162.9;-26.65;10.57;1000.9;76.228;51.7915;0.211605;691.0;NaN;102.587166;138.5;149.0;149.6;12 / 19;1898145;2015-03-03 14:28:43:700
-1.6308;4.2806;8.4756;-1.6194;4.4066;8.6099;-0.0839;0.0396;0.0135;0.0013;-0.0022;1.0E-4;1.75;-28.94;-27.82;166.82;-26.62;10.51;1000.82;76.809;51.7915;0.211605;691.0;NaN;103.26889;138.5;149.0;149.6;12 / 19;1898645;2015-03-03 14:28:44:200
-1.9022;4.302;8.2518;-1.6358;4.386;8.6173;0.0811;-0.0221;-0.0675;0.0078;-0.0107;-0.001;0.7;-28.94;-28.16;162.74;-26.6;10.67;1000.77;77.282;51.7915;0.211605;691.0;NaN;103.6952;138.5;149.0;149.6;12 / 19;1899146;2015-03-03 14:28:44:701
-1.2666;4.3306;8.5232;-1.6075;4.3833;8.624;0.1272;0.0258;0.1524;0.0152;0.016;-0.002;0.52;-29.11;-27.99;163.01;-26.53;10.55;1000.7;76.646;51.7915;0.211605;691.0;NaN;104.29238;138.5;149.0;149.6;12 / 19;1899645;2015-03-03 14:28:45:200
-1.6047;4.1854;8.3922;-1.5935;4.3624;8.6372;0.0085;-0.0122;-0.0019;-0.02;-0.0033;-0.0052;0.88;-28.41;-26.97;163.38;-26.52;10.46;1000.62;76.719;51.7915;0.211605;691.0;NaN;104.973976;138.5;149.0;149.6;12 / 19;1900145;2015-03-03 14:28:45:700
-1.4142;4.2306;8.3327;-1.6018;4.3502;8.6418;0.0895;-0.0572;0.0505;3.0E-4;0.0021;1.0E-4;1.93;-30.16;-27.65;167.89;-26.38;10.44;1000.58;77.048;51.7915;0.211605;691.0;NaN;105.31475;138.5;149.0;149.6;12 / 19;1900645;2015-03-03 14:28:46:200
-1.5118;4.1378;8.4113;-1.568;4.3422;8.652;0.0074;-0.0169;0.1046;0.0024;0.001;0.0012;1.05;-29.64;-26.12;166.76;-26.37;10.22;1000.52;76.614;51.7915;0.211605;691.0;NaN;105.82739;138.5;149.0;149.6;12 / 19;1901150;2015-03-03 14:28:46:705
-1.8998;4.1711;8.4922;-1.612;4.3303;8.6498;0.0202;0.0341;-0.0258;-0.0061;-0.0086;-0.002;1.58;-29.81;-28.67;166.6;-26.23;10.61;1000.48;76.701;51.7915;0.211605;691.0;NaN;106.16813;138.5;149.0;149.6;12 / 19;1901645;2015-03-03 14:28:47:200
-1.4618;4.3615;8.6136;-1.6326;4.3402;8.641;0.1384;0.0533;0.0544;-0.0019;-0.0075;-0.001;1.23;-29.46;-28.33;162.92;-26.25;10.72;1000.44;76.37;51.7915;0.211605;691.0;NaN;106.509865;138.5;149.0;149.6;12 / 19;1902145;2015-03-03 14:28:47:700
-1.6023;4.0925;8.7374;-1.6147;4.334;8.6475;0.0725;-0.0983;-0.3224;3.0E-4;-0.0043;1.0E-4;0.52;-28.06;-26.63;163.34;-26.23;10.6;1000.42;76.66;51.7915;0.211605;691.0;NaN;106.67972;138.5;149.0;149.6;12 / 19;1902647;2015-03-03 14:28:48:202
-1.7165;4.1687;8.3613;-1.5913;4.3291;8.6543;-0.2238;-0.0935;0.1703;0.0035;-0.0022;0.0012;2.28;-29.46;-27.99;167.25;-26.22;10.42;1000.4;76.545;51.7915;0.211605;691.0;NaN;106.85057;138.5;149.0;149.6;12 / 19;1903146;2015-03-03 14:28:48:701
-1.2095;3.9902;8.1233;-1.523;4.2989;8.6816;0.1138;-0.0577;-0.1502;-0.0093;-0.0033;-0.001;2.11;-29.64;-27.48;169.39;-26.12;10.23;1000.38;75.845;51.7915;0.211605;691.0;NaN;107.020424;138.5;149.0;149.6;12 / 19;1903645;2015-03-03 14:28:49:200
-1.5523;3.9759;8.0709;-1.5719;4.2674;8.6884;-0.0177;-0.128;-0.3132;-0.0168;-0.0022;-0.0031;0.88;-29.11;-27.31;165.34;-25.72;10.2;1000.33;76.454;51.7915;0.211605;691.0;NaN;107.44754;138.5;149.0;149.6;12 / 19;1904145;2015-03-03 14:28:49:700
-1.607;4.0616;8.0757;-1.5686;4.2288;8.7079;0.0223;-0.045;-0.1269;-0.0061;0.0074;-0.0031;1.93;-29.81;-28.33;168.59;-25.69;10.25;1000.3;76.367;51.7915;0.211605;691.0;NaN;107.7028;138.5;149.0;149.6;10 / 19;1904645;2015-03-03 14:28:50:200
-1.3952;3.9568;7.89;-1.6039;4.2043;8.7133;0.032;-0.023;-0.1768;-0.0051;0.0021;-0.0052;1.05;-27.88;-29.53;160.54;-25.39;10.41;1000.25;76.181;51.7915;0.211605;691.0;NaN;108.12988;138.5;149.0;149.6;10 / 19;1905145;2015-03-03 14:28:50:700
-1.3;3.9283;8.2018;-1.5787;4.1752;8.7319;-0.1144;0.0944;0.2533;-8.0E-4;-0.0065;1.0E-4;1.05;-28.94;-28.5;163.25;-25.24;10.31;1000.23;76.192;51.7915;0.211605;691.0;NaN;108.30071;138.5;149.0;149.6;10 / 19;1905645;2015-03-03 14:28:51:200
-1.0643;3.6188;7.0045;-1.5427;4.159;8.7461;0.0918;-0.1218;-0.2486;0.0013;-0.0129;0.0012;1.05;-27.88;-28.16;163.64;-25.1;10.23;1000.22;76.214;51.7915;0.211605;691.0;NaN;108.385124;138.5;149.0;149.6;10 / 19;1906145;2015-03-03 14:28:51:700
-1.3619;3.8545;7.7662;-1.5083;4.1697;8.7469;0.0347;-0.008;0.1887;-0.0019;0.0245;-0.0052;0.7;-30.69;-29.19;166.02;-25.16;9.78;1000.19;75.713;51.7915;0.211605;691.0;NaN;108.64136;138.5;149.0;149.6;10 / 19;1906646;2015-03-03 14:28:52:201
-1.2452;3.8069;7.8448;-1.5065;4.1193;8.7711;-0.0091;0.0669;0.3116;-0.004;0.0021;0.0012;-0.35;-27.88;-28.16;160.93;-25.03;9.73;1000.16;76.531;51.7915;0.211605;691.0;NaN;108.89758;138.5;149.0;149.6;10 / 19;1907145;2015-03-03 14:28:52:700
-1.3642;3.8235;8.4422;-1.5971;4.0708;8.7777;-0.1972;0.1146;0.3058;-0.0179;0.0;-0.001;0.88;-29.11;-28.33;165.27;-24.62;10.03;1000.13;76.454;51.7915;0.211605;691.0;NaN;109.1538;138.5;149.0;149.6;10 / 19;1907645;2015-03-03 14:28:53:200
